institution, ror, repository, count 
"MacDiarmid Institute for Advanced Materials and Nanotechnology",https://ror.org/04gjfdj81,"Lirias (KU Leuven)",1,
"MacDiarmid Institute for Advanced Materials and Nanotechnology",https://ror.org/04gjfdj81,"reroDoc Digital Library",1,
"MacDiarmid Institute for Advanced Materials and Nanotechnology",https://ror.org/04gjfdj81,"KTH Publication Database DiVA (KTH Royal Institute of Technology)",1,
"MacDiarmid Institute for Advanced Materials and Nanotechnology",https://ror.org/04gjfdj81,"UpSpace Institutional Repository (University of Pretoria)",1,
"MacDiarmid Institute for Advanced Materials and Nanotechnology",https://ror.org/04gjfdj81,"Terrestrial Environment Research Center (University of Tsukuba)",1,
"MacDiarmid Institute for Advanced Materials and Nanotechnology",https://ror.org/04gjfdj81,"Veterinar – Repository of the Faculty of Veterinary Medicine, University of Belgrade (University of Belgrade, Faculty of Veterinary Medicine)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Griffith Research Online (Griffith University)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Europe PMC (PubMed Central)",41,
"Wellington Hospital",https://ror.org/007n45g27,"INDIGO (University of Illinois at Chicago)",3,
"Wellington Hospital",https://ror.org/007n45g27,"PubMed Central",22,
"Wellington Hospital",https://ror.org/007n45g27,"ResearchOnline - ND (The University of Notre Dame Australia)",1,
"Wellington Hospital",https://ror.org/007n45g27,"UCL Discovery (University College London)",4,
"Wellington Hospital",https://ror.org/007n45g27,"Deep Blue (University of Michigan)",2,
"Wellington Hospital",https://ror.org/007n45g27,"UWA Profiles and Research Repository (UWA)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Enlighten: Publications (The University of Glasgow)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Research Portal (King's College London)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Minerva Access (University of Melbourne)",11,
"Wellington Hospital",https://ror.org/007n45g27,"UWA Profiles and Research Repository (University of Western Australia)",1,
"Wellington Hospital",https://ror.org/007n45g27,"MPG.PuRe (Max Planck Society)",1,
"Wellington Hospital",https://ror.org/007n45g27,"PEARL (University of Plymouth)",6,
"Wellington Hospital",https://ror.org/007n45g27,"University of Southern Denmark Research Portal (University of Southern Denmark)",1,
"Wellington Hospital",https://ror.org/007n45g27,"UC Research Repository  (University of Canterbury)",2,
"Wellington Hospital",https://ror.org/007n45g27,"Edinburgh Research Explorer (University of Edinburgh)",2,
"Wellington Hospital",https://ror.org/007n45g27,"OPAL (Open@LaTrobe) (La Trobe University)",2,
"Wellington Hospital",https://ror.org/007n45g27,"University of Groningen research database (University of Groningen / Centre for Information Technology)",3,
"Wellington Hospital",https://ror.org/007n45g27,"medRxiv (Cold Spring Harbor Laboratory)",10,
"Wellington Hospital",https://ror.org/007n45g27,"Oxford University Research Archive (ORA) (University of Oxford)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Zenodo (CERN European Organization for Nuclear Research)",15,
"Wellington Hospital",https://ror.org/007n45g27,"Trinity's Access to Research Output (TARA) (Trinity College Dublin)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Discovery Research Portal (University of Dundee)",1,
"Wellington Hospital",https://ror.org/007n45g27,"VU Research Repository (Victoria University)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Research Commons (University of Waikato)",1,
"Wellington Hospital",https://ror.org/007n45g27,"eSpace (Curtin University)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Authorea (Authorea)",3,
"Wellington Hospital",https://ror.org/007n45g27,"Teesside University Research Portal (Teesside University)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Research Square (Research Square)",9,
"Wellington Hospital",https://ror.org/007n45g27,"Edinburgh Research Archive (University of Edinburgh)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Data Archiving and Networked Services (DANS)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Griffith Research Online (Griffith University, Queensland, Australia)",1,
"Wellington Hospital",https://ror.org/007n45g27,"Dipòsit Digital de la Universitat de Barcelona (Universitat de Barcelona)",1,
"Wellington Hospital",https://ror.org/007n45g27,"bioRxiv (Cold Spring Harbor Laboratory)",4,
"Wellington Hospital",https://ror.org/007n45g27,"Research Commons (The University of Waikato)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Padua Research Archive (University of Padua)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Europe PMC (PubMed Central)",51,
"Middlemore Hospital",https://ror.org/055d6gv91,"Bristol Research (University of Bristol)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Discovery Research Portal (University of Dundee)",2,
"Middlemore Hospital",https://ror.org/055d6gv91,"SZTE Publicatio Repozitórium (University of Szeged)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"PubMed Central",21,
"Middlemore Hospital",https://ror.org/055d6gv91,"eScholarship University of California (University of California)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"RISalud Institutional Health Repository of Andalucía",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"medRxiv (Cold Spring Harbor Laboratory)",5,
"Middlemore Hospital",https://ror.org/055d6gv91,"Tuwhera (Auckland University of Technology)",2,
"Middlemore Hospital",https://ror.org/055d6gv91,"Minerva Access (University of Melbourne)",17,
"Middlemore Hospital",https://ror.org/055d6gv91,"University of Groningen research database (University of Groningen / Centre for Information Technology)",2,
"Middlemore Hospital",https://ror.org/055d6gv91,"Duo Research Archive (University of Oslo)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Carolina Digital Repository (University of North Carolina at Chapel Hill)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Griffith Research Online (Griffith University, Queensland, Australia)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Institutional Research Information System University of Turin (University of Turin)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"UCL Discovery (University College London)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Griffith Research Online (Griffith University)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"PUCRS Repository (Pontifical Catholic University of Rio Grande do Sul)",2,
"Middlemore Hospital",https://ror.org/055d6gv91,"Lirias (KU Leuven)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"ORBi (University of Liège)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"INDIGO (University of Illinois at Chicago)",2,
"Middlemore Hospital",https://ror.org/055d6gv91,"bioRxiv (Cold Spring Harbor Laboratory)",2,
"Middlemore Hospital",https://ror.org/055d6gv91,"Technical University of Denmark, DTU Orbit (Technical University of Denmark, DTU)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Oxford University Research Archive (ORA) (University of Oxford)",2,
"Middlemore Hospital",https://ror.org/055d6gv91,"Authorea (Authorea)",3,
"Middlemore Hospital",https://ror.org/055d6gv91,"Surrey Open Research repository (University of Surrey)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Research Square (Research Square)",5,
"Middlemore Hospital",https://ror.org/055d6gv91,"Spiral (Imperial College London)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"Dipòsit Digital de la Universitat de Barcelona (Universitat de Barcelona)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"University of Brighton Repository (University of Brighton)",1,
"Middlemore Hospital",https://ror.org/055d6gv91,"St George's Online Research Archive (St George's University of London)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Lirias (KU Leuven)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"eScholarship University of California (University of California)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Discovery Research Portal (University of Dundee)",2,
"Waikato Hospital",https://ror.org/002zf4a56,"University of Groningen research database (University of Groningen / Centre for Information Technology)",2,
"Waikato Hospital",https://ror.org/002zf4a56,"Institutional Research Information System (Università degli Studi di Brescia)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"PubMed Central",20,
"Waikato Hospital",https://ror.org/002zf4a56,"Research Commons (The University of Waikato)",7,
"Waikato Hospital",https://ror.org/002zf4a56,"Europe PMC (PubMed Central)",35,
"Waikato Hospital",https://ror.org/002zf4a56,"BORIS (University Library Bern)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"CiteSeer X (The Pennsylvania State University)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Queen Mary Research Online (Queen Mary University of London)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Minerva Access (University of Melbourne)",2,
"Waikato Hospital",https://ror.org/002zf4a56,"ORBi (University of Liège)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"arXiv (Cornell University)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Monash University Research Portal (Monash University)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Oxford University Research Archive (ORA) (University of Oxford)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Jyväskylä University Digital Archive (University of Jyväskylä)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"The Sydney eScholarship Repository (The University of Sydney)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Open Access at Essex (University of Essex)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Authorea (Authorea)",3,
"Waikato Hospital",https://ror.org/002zf4a56,"Bristol Research (University of Bristol)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Florence Research (University of Florence)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"INDIGO (University of Illinois at Chicago)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Zenodo (CERN European Organization for Nuclear Research)",2,
"Waikato Hospital",https://ror.org/002zf4a56,"OPAL (Open@LaTrobe) (La Trobe University)",2,
"Waikato Hospital",https://ror.org/002zf4a56,"Research Commons (University of Waikato)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"Research Square (Research Square)",6,
"Waikato Hospital",https://ror.org/002zf4a56,"bioRxiv (Cold Spring Harbor Laboratory)",1,
"Waikato Hospital",https://ror.org/002zf4a56,"medRxiv (Cold Spring Harbor Laboratory)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Europe PMC (PubMed Central)",26,
"Auckland District Health Board",https://ror.org/02gkb4040,"IRIS UNIMORE (University of Modena and Reggio Emilia)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Open Access Repository (University of Tasmania)",2,
"Auckland District Health Board",https://ror.org/02gkb4040,"University of Groningen research database (University of Groningen / Centre for Information Technology)",4,
"Auckland District Health Board",https://ror.org/02gkb4040,"Iris Unimore (University of Modena and Reggio Emilia)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Open University of Cape Town (University of Cape Town)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Bristol Research (University of Bristol)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"PubMed Central",34,
"Auckland District Health Board",https://ror.org/02gkb4040,"White Rose Research Online (University of Leeds)",3,
"Auckland District Health Board",https://ror.org/02gkb4040,"Tuwhera (Auckland University of Technology)",6,
"Auckland District Health Board",https://ror.org/02gkb4040,"Minerva Access (University of Melbourne)",13,
"Auckland District Health Board",https://ror.org/02gkb4040,"Spiral (Imperial College London)",2,
"Auckland District Health Board",https://ror.org/02gkb4040,"medRxiv (Cold Spring Harbor Laboratory)",8,
"Auckland District Health Board",https://ror.org/02gkb4040,"HAL (Le Centre pour la Communication Scientifique Directe)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Radboud Repository (Radboud University)",2,
"Auckland District Health Board",https://ror.org/02gkb4040,"INDIGO (University of Illinois at Chicago)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"UCL Discovery (University College London)",3,
"Auckland District Health Board",https://ror.org/02gkb4040,"Lirias (KU Leuven)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"ePrints Soton (University of Southampton)",2,
"Auckland District Health Board",https://ror.org/02gkb4040,"ROAR (University of East London)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"CiteSeer X (The Pennsylvania State University)",2,
"Auckland District Health Board",https://ror.org/02gkb4040,"Open Research (Auckland University of Technology)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"arXiv (Cornell University)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"JuSER (Forschungszentrum Jülich)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"University of Birmingham Research Portal (University of Birmingham)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Research Explorer (The University of Manchester)",3,
"Auckland District Health Board",https://ror.org/02gkb4040,"Research Portal (Queen's University Belfast)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"ORCA Online Research @Cardiff (Cardiff University)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Zurich Open Repository and Archive (University of Zurich)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"UWE Research Repository (UWE Bristol)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Authorea (Authorea)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Research Square (Research Square)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Unitec Research Bank (Unitec Institute of Technology)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Oxford University Research Archive (ORA) (University of Oxford)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Aberdeen University Research Archive (Aberdeen University)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"Open Publications Of UTS Scholars (University of Technology Sydney)",1,
"Auckland District Health Board",https://ror.org/02gkb4040,"bioRxiv (Cold Spring Harbor Laboratory)",3,
